symptom,pref_label,meddra_code,soc
Viral pharyngitis,Viral pharyngitis,10047473,Infections and infestations
Viral rash,Viral rash,10047476,Infections and infestations
Viral test,Viral test,10062358,Investigations
Viral test negative,Viral test negative,10062362,Investigations
Viral test positive,Viral test positive,10059424,Investigations
Viral titre decreased,Viral titre decreased,10070251,Investigations
Viral upper respiratory tract infection,Viral upper respiratory tract infection,10047482,Infections and infestations
Vision blurred,Vision blurred,10047513,Eye disorders
Visual acuity reduced,Visual acuity reduced,10047531,Eye disorders
Visual acuity tests,Visual acuity tests,10047533,Investigations
Visual acuity tests abnormal,Visual acuity tests abnormal,10047534,Investigations
Visual brightness,Visual brightness,10049155,Eye disorders
Visual field defect,Visual field defect,10047555,Eye disorders
Visual field tests,Visual field tests,10047566,Investigations
Visual field tests normal,Visual field tests normal,10047568,Investigations
Visual impairment,Visual impairment,10047571,Eye disorders
Visual tracking test abnormal,Visual tracking test abnormal,10057515,Investigations
Vital functions abnormal,Vital functions abnormal,10063644,Investigations
Vital signs measurement,Vital signs measurement,10072952,Investigations
Vitamin A,Vitamin A,10050712,Investigations
Vitamin A deficiency,Vitamin A deficiency,10047586,Metabolism and nutrition disorders
Vitamin A normal,Vitamin A normal,10062186,Investigations
Vitamin B1,Vitamin B1,10058766,Investigations
Vitamin B12,Vitamin B12,10047602,Investigations
Vitamin B12 decreased,Vitamin B12 decreased,10047608,Investigations
Vitamin B12 deficiency,Vitamin B12 deficiency,10047609,Metabolism and nutrition disorders
Vitamin B12 increased,Vitamin B12 increased,10047610,Investigations
Vitamin B12 normal,Vitamin B12 normal,10047611,Investigations
Vitamin B6,Vitamin B6,10047613,Investigations
Vitamin B6 normal,Vitamin B6 normal,10047619,Investigations
Vitamin C,Vitamin C,10047620,Investigations
Vitamin C normal,Vitamin C normal,10047625,Investigations
Vitamin D,Vitamin D,10050713,Investigations
Vitamin D decreased,Vitamin D decreased,10062189,Investigations
Vitamin D deficiency,Vitamin D deficiency,10047626,Metabolism and nutrition disorders
Vitamin E,Vitamin E,10058765,Investigations
Vitamin K deficiency,Vitamin K deficiency,10047634,Metabolism and nutrition disorders
Vitamin test,Vitamin test,10088154,Investigations
Vitiligo,Vitiligo,10047642,Skin and subcutaneous tissue disorders
Vitrectomy,Vitrectomy,10047644,Surgical and medical procedures
Vitreous degeneration,Vitreous degeneration,10047649,Eye disorders
Vitreous detachment,Vitreous detachment,10047650,Eye disorders
Vitreous floaters,Vitreous floaters,10047654,Eye disorders
Vitreous haemorrhage,Vitreous haemorrhage,10047655,Vascular disorders
Vocal cord disorder,Vocal cord disorder,10061581,"Respiratory, thoracic and mediastinal disorders"
Vocal cord paralysis,Vocal cord paralysis,10047674,"Respiratory, thoracic and mediastinal disorders"
Vomiting,Vomiting,10047700,Gastrointestinal disorders
Vomiting projectile,Vomiting projectile,10047708,Gastrointestinal disorders
Von Willebrand's disease,Von Willebrand's disease,10047715,Blood and lymphatic system disorders
Von Willebrand's factor activity test,Von Willebrand's factor activity test,10068985,Investigations
Von Willebrand's factor antigen test,Von Willebrand's factor antigen test,10068988,Investigations
Von Willebrand's factor multimers abnormal,Von Willebrand's factor multimers abnormal,10055165,Investigations
Vulval cancer,Vulval cancer,10047741,Reproductive system and breast disorders
Vulval ulceration,Vulval ulceration,10047768,Reproductive system and breast disorders
Vulvitis,Vulvitis,10047780,Infections and infestations
Vulvovaginal burning sensation,Vulvovaginal burning sensation,10067641,Reproductive system and breast disorders
Vulvovaginal dryness,Vulvovaginal dryness,10047791,Reproductive system and breast disorders
Vulvovaginal mycotic infection,Vulvovaginal mycotic infection,10064899,Infections and infestations
Vulvovaginal pain,Vulvovaginal pain,10069055,Reproductive system and breast disorders
Vulvovaginal pruritus,Vulvovaginal pruritus,10056530,Reproductive system and breast disorders
Vulvovaginal swelling,Vulvovaginal swelling,10071211,Reproductive system and breast disorders
Vulvovaginal ulceration,Vulvovaginal ulceration,10050181,Reproductive system and breast disorders
Walking aid user,Walking aid user,10050778,Social circumstances
Wearable defibrillator therapy,,,Unmapped
Weight,Weight,10047890,Investigations
Weight bearing difficulty,Weight bearing difficulty,10066454,Musculoskeletal and connective tissue disorders
Weight decreased,Weight decreased,10047895,Investigations
Weight fluctuation,Weight fluctuation,10049040,Metabolism and nutrition disorders
Weight gain poor,Weight gain poor,10047897,Metabolism and nutrition disorders
Weight increased,Weight increased,10047899,Investigations
Wernicke's encephalopathy,Wernicke's encephalopathy,10047911,Metabolism and nutrition disorders
West Nile virus test,West Nile virus test,10075808,Investigations
West Nile virus test negative,West Nile virus test negative,10068813,Investigations
Wheelchair user,Wheelchair user,10047920,Social circumstances
Wheezing,Wheezing,10047924,"Respiratory, thoracic and mediastinal disorders"
White blood cell analysis,White blood cell analysis,10059478,Investigations
White blood cell count,White blood cell count,10047939,Investigations
White blood cell count abnormal,White blood cell count abnormal,10047940,Investigations
White blood cell count decreased,White blood cell count decreased,10047942,Investigations
White blood cell count increased,White blood cell count increased,10047943,Investigations
White blood cell count normal,White blood cell count normal,10047944,Investigations
White blood cell scan,White blood cell scan,10051726,Investigations
White blood cells stool negative,White blood cells stool negative,10047962,Investigations
White blood cells urine,White blood cells urine,10050663,Investigations
White blood cells urine abnormal,White blood cells urine abnormal,10089687,Investigations
White blood cells urine negative,White blood cells urine negative,10047965,Investigations
White blood cells urine positive,White blood cells urine positive,10047967,Investigations
White matter lesion,White matter lesion,10072731,Nervous system disorders
Whole body scan,Whole body scan,10062151,Investigations
Whole-genome sequencing,Whole-genome sequencing,10086504,Investigations
Winged scapula,Winged scapula,10067628,Musculoskeletal and connective tissue disorders
Wound,Wound,10052428,"Injury, poisoning and procedural complications"
Wound cellulitis,Wound cellulitis,10088486,Infections and infestations
Wound closure,Wound closure,10057679,Surgical and medical procedures
Wound dehiscence,Wound dehiscence,10048031,"Injury, poisoning and procedural complications"
Wound necrosis,Wound necrosis,10053716,"Injury, poisoning and procedural complications"
Wound secretion,Wound secretion,10048629,"Injury, poisoning and procedural complications"
Wrist fracture,Wrist fracture,10048049,Musculoskeletal and connective tissue disorders
Wrist surgery,Wrist surgery,10051062,Surgical and medical procedures
Wrong patient,Wrong patient,10084399,"Injury, poisoning and procedural complications"
Wrong patient received product,Wrong patient received product,10081577,"Injury, poisoning and procedural complications"
Wrong product administered,Wrong product administered,10081579,"Injury, poisoning and procedural complications"
Wrong technique in device usage process,Wrong technique in device usage process,10077040,"Injury, poisoning and procedural complications"
Wrong technique in product usage process,Wrong technique in product usage process,10076573,"Injury, poisoning and procedural complications"
X-ray,X-ray,10048064,Investigations
X-ray abnormal,X-ray abnormal,10048065,Investigations
X-ray dental normal,X-ray dental normal,10079994,Investigations
X-ray gastrointestinal tract,X-ray gastrointestinal tract,10061583,Investigations
X-ray limb,X-ray limb,10061585,Investigations
X-ray limb abnormal,X-ray limb abnormal,10061586,Investigations
X-ray limb normal,X-ray limb normal,10061587,Investigations
X-ray normal,X-ray normal,10048067,Investigations
X-ray of pelvis and hip,X-ray of pelvis and hip,10048159,Investigations
X-ray of pelvis and hip abnormal,X-ray of pelvis and hip abnormal,10048160,Investigations
X-ray of pelvis and hip normal,X-ray of pelvis and hip normal,10048161,Investigations
X-ray with contrast upper gastrointestinal tract,X-ray with contrast upper gastrointestinal tract,10048210,Investigations
Xerosis,Xerosis,10048222,General disorders and administration site conditions
Yawning,Yawning,10048232,"Respiratory, thoracic and mediastinal disorders"
Yellow skin,Yellow skin,10048245,Skin and subcutaneous tissue disorders
Yersinia test negative,Yersinia test negative,10070406,Investigations
Zoster sine herpete,Zoster sine herpete,10090802,Infections and infestations
pH body fluid,pH body fluid,10061346,Investigations
pH urine decreased,pH urine decreased,10034793,Investigations
pH urine increased,pH urine increased,10034795,Investigations
pH urine normal,pH urine normal,10034797,Investigations
Lyme carditis,Lyme carditis,10078417,Cardiac disorders
Congenital absence of bile ducts,Congenital absence of bile ducts,10010317,"Congenital, familial and genetic disorders"
Gestational hypertension,Gestational hypertension,10070538,Vascular disorders
Scrotal oedema,Scrotal oedema,10039755,Reproductive system and breast disorders
Montreal cognitive assessment abnormal,Montreal cognitive assessment abnormal,10084205,Investigations
Reflux laryngitis,Reflux laryngitis,10067869,"Respiratory, thoracic and mediastinal disorders"
Corrective lens user,Corrective lens user,10050858,Social circumstances
Basilar artery occlusion,Basilar artery occlusion,10048963,Nervous system disorders
Head impulse test,Head impulse test,10086191,Investigations
Sphincter of Oddi dysfunction,Sphincter of Oddi dysfunction,10066424,Gastrointestinal disorders
Cogwheel rigidity,Cogwheel rigidity,10009848,Musculoskeletal and connective tissue disorders
Hernia pain,Hernia pain,10049077,General disorders and administration site conditions
Tri-iodothyronine abnormal,Tri-iodothyronine abnormal,10044592,Investigations
Kaposi's sarcoma,Kaposi's sarcoma,10023284,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Hypofibrinogenaemia,Hypofibrinogenaemia,10051125,Blood and lymphatic system disorders
Vascular stent thrombosis,Vascular stent thrombosis,10063934,General disorders and administration site conditions
Renal atrophy,Renal atrophy,10038381,Renal and urinary disorders
Testicular oedema,Testicular oedema,10066769,Reproductive system and breast disorders
Abnormal sensation in eye,Abnormal sensation in eye,10000173,Eye disorders
Seizure cluster,Seizure cluster,10071350,Nervous system disorders
Blood osmolarity,Blood osmolarity,10005693,Investigations
DNA mismatch repair protein gene mutation,DNA mismatch repair protein gene mutation,10078672,"Congenital, familial and genetic disorders"
Heart valve operation,Heart valve operation,10061994,Surgical and medical procedures
Hydrocele,Hydrocele,10020488,"Congenital, familial and genetic disorders"
Cutaneous T-cell lymphoma stage I,Cutaneous T-cell lymphoma stage I,10011680,Skin and subcutaneous tissue disorders
Weight abnormal,Weight abnormal,10056814,Investigations
Optic disc oedema,,,Unmapped
Thermal burn,Thermal burn,10053615,"Injury, poisoning and procedural complications"
Staphylococcal scalded skin syndrome,Staphylococcal scalded skin syndrome,10041929,Infections and infestations
Herpes zoster meningoencephalitis,Herpes zoster meningoencephalitis,10074248,Infections and infestations
Organ transplant,Organ transplant,10061890,Surgical and medical procedures
Telangiectasia,Telangiectasia,10043189,Vascular disorders
Muscle strength abnormal,Muscle strength abnormal,10082799,Investigations
Gottron's papules,,,API_Error
Neurosarcoidosis,Neurosarcoidosis,10078011,Immune system disorders
Intracranial arterial fenestration,Intracranial arterial fenestration,10077285,"Congenital, familial and genetic disorders"
